,tweet_id,timestamp,source,text,rating_numerator,rating_denominator,pet_name,stage,retweet_count,favorite_count,image_url,image_number,first_prediction,first_prediction_confidence(%),first_prediction_is_dog,second_prediction,second_prediction_confidence(%),second_prediction_is_dog,third_prediction,third_prediction_confidence(%),third_prediction_is_dog
156,852912242202992640,2017-04-14 15:51:39 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Benny. He likes being adorable and making fun of you while you're on the trampoline. 12/10 let's help him out

https://t.co/aVMjBqAy1x https://t.co/7gx2LksT3U",12,10,Benny,    ,2037,9658,https://pbs.twimg.com/media/C9YnKK3VoAAxn1E.jpg,1,Great Dane,78.4,True,Rhodesian Ridgeback,11.4,True,English Foxhound,4.6,True
157,852672615818899456,2017-04-13 23:59:28 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Aspen. She's never tasted a stick so succulent. On the verge of tears. A face of pure appreciation. 12/10 https://t.co/VlyBzOXHEW,12,10,Aspen,    ,2388,15939,https://pbs.twimg.com/media/C9VNNp1XkAEWRFb.jpg,1,Golden Retriever,71.1,True,Otterhound,6.8,True,Sussex Spaniel,4.7,True
158,852553447878664193,2017-04-13 16:05:56 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jarod. He likes having his belly brushed. Tongue ejects when you hit the right spot. 13/10 downright h*ckin adorable https://t.co/ArnxkyD2kC,13,10,Jarod,    ,3885,17492,https://pbs.twimg.com/media/C9Tg1bPW0AkAMDI.jpg,1,Bloodhound,18.6,True,Brabancon Griffon,13.9,True,Rottweiler,12.6,True
159,852311364735569921,2017-04-13 00:03:59 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Wiggles. She would like you to spot her. Probably won't need your help but just in case. 13/10 powerful as h*ck https://t.co/2d370P0OEg,13,10,Wiggles,    ,10961,35325,https://pbs.twimg.com/media/C9QEqZ7XYAIR7fS.jpg,1,Barbell,97.2,False,Dumbbell,2.8,False,Go-Kart,0.0,False
160,852226086759018497,2017-04-12 18:25:07 +0000,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Meet General. He wasn't content with the quality of his room. Requested to pupgrade, but was ignored. 14/10 look who just lost a customer https://t.co/NP5JW8LnmW",14,10,General,    ,7570,21378,https://pbs.twimg.com/ext tw video thumb/852223481894903808/pu/img/JWNq40ol4DXvHoUP.jpg,1,Prison,35.3,False,Dishwasher,11.1,False,File,9.4,False
161,852189679701164033,2017-04-12 16:00:27 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Sailor. He has collected the best dirt in the area. As any good boy would. Under the impression you know what to do next. 12/10 https://t.co/jrFzScKWEG,12,10,Sailor,    ,1741,12217,https://pbs.twimg.com/media/C9OV99SXsAEmj1U.jpg,1,Barrow,42.3,False,Bernese Mountain Dog,41.5,True,Entlebucher,6.7,True
162,851591660324737024,2017-04-11 00:24:08 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oh jeez u did me quite the spook little fella. We normally don't rate triceratops but this one seems suspiciously good. 11/10 would pet well https://t.co/BMtfCmNbnS,11,10, ,    ,3819,17300,https://pbs.twimg.com/media/C9F2FG5WAAAJ0iN.jpg,1,Cardigan,39.5,True,Chihuahua,7.7,True,French Bulldog,7.7,True
163,851464819735769094,2017-04-10 16:00:07 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Iggy. He was a rescue dog killed in the Stockholm attack. His memorial started with a collar and four bones. It's grown a bit. 14/10 https://t.co/E4a0R9my1M,14,10,Iggy,    ,7855,25944,https://pbs.twimg.com/media/C9ECujZXsAAPCSM.jpg,2,Web Site,92.0,False,Menu,2.6,False,Crossword Puzzle,0.3,False
164,851224888060895234,2017-04-10 00:06:42 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Snoop. His number one passion is sticking his head out of car windows, so he purchased some doggles. Stylish af. 13/10 happy travels https://t.co/iHYfZdz444",13,10,Snoop,    ,6350,22090,https://pbs.twimg.com/media/C9AohFoWsAUmxDs.jpg,3,Car Mirror,97.2,False,Seat Belt,0.7,False,Standard Poodle,0.6,True
165,850753642995093505,2017-04-08 16:54:09 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Kyle. He made a joke about your shoes, then stuck his tongue out at you. Uncalled for. Step the h*ck up Kyle. 11/10 would forgive https://t.co/hLQ2Ilg2uN",11,10,Kyle,    ,10352,33348,https://pbs.twimg.com/media/C8576jrW0AEYWFy.jpg,1,Pug,99.7,True,Bull Mastiff,0.1,True,French Bulldog,0.1,True
166,850380195714523136,2017-04-07 16:10:12 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Leo. He's a personal triathlon coach. Currently overseeing this athlete's push-pups. H*ckin brutal. 13/10 would do all he asks of me https://t.co/FXZQtBcnTO,13,10,Leo,    ,2915,13994,https://pbs.twimg.com/ext tw video thumb/850380153985355777/pu/img/lFouhg-EZvJs8eMr.jpg,1,Yorkshire Terrier,24.9,True,Maltese Dog,16.6,True,Shih-Tzu,14.2,True
167,850145622816686080,2017-04-07 00:38:06 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Riley. He's making new friends. Jubilant as h*ck for the fun times ahead. 11/10 for all pups pictured https://t.co/PCX25VV78l,11,10,Riley,    ,4244,17519,https://pbs.twimg.com/media/C8xS655XkAAv9vo.jpg,2,Tennis Ball,71.5,False,Kelpie,10.5,True,Malinois,5.9,True
168,850019790995546112,2017-04-06 16:18:05 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Say hello to Boomer. He's a sandy pupper. Having a h*ckin blast. 12/10 would pet passionately https://t.co/ecb3LvExde,12,10,Boomer,  pupper ,5459,21944,https://pbs.twimg.com/media/C8vgfTsXgAA561h.jpg,3,Shetland Sheepdog,76.0,True,Collie,10.7,True,Pembroke,5.2,True
169,849776966551130114,2017-04-06 00:13:11 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Seriously guys? Again? We only rate dogs. Please stop submitting other things like this super good hammerhead shark. Thank you... 12/10 https://t.co/TCMC90mSOT,12,10, ,    ,8404,32390,https://pbs.twimg.com/media/C8sDpDWWsAE5P08.jpg,2,Chihuahua,29.2,True,Toy Terrier,13.7,True,Bonnet,10.3,False
170,849412302885593088,2017-04-05 00:04:08 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Noosh. He noticed you were in the shower and thought you could use some company. 12/10 h*ckin loyal https://t.co/Uq3ChFgWA3,12,10,Noosh,    ,3487,17039,https://pbs.twimg.com/media/C8m3-iQVoAAETnF.jpg,4,Schipperke,90.8,True,Crossword Puzzle,1.8,False,Chihuahua,1.6,True
171,849336543269576704,2017-04-04 19:03:06 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","At first I thought this was a dog because of the sign, but it is clearly Wilson from Home Improvement. Please only send in dogs... 11/10 https://t.co/jqPk1BZ6xu",11,10, ,    ,2101,12240,https://pbs.twimg.com/media/C8lzFC4XcAAQxB4.jpg,1,Patio,52.2,False,Prison,15.0,False,Restaurant,2.7,False
172,849051919805034497,2017-04-04 00:12:06 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kevin. Kevin doesn't give a single h*ck. Will sit in the fountain if he wants to. 13/10 churlish af https://t.co/r6GjO6MbZz,13,10,Kevin,    ,7396,32617,https://pbs.twimg.com/media/C8hwNxbXYAAwyVG.jpg,1,Fountain,99.8,False,American Black Bear,0.1,False,Sundial,0.1,False
173,848690551926992896,2017-04-03 00:16:10 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Please stop sending in animals other than dogs. We only rate dogs. Not Furry Ecuadorian Sea Turtles. Thank you... 12/10 https://t.co/UOE79zb6VU,12,10, ,    ,4826,27104,https://pbs.twimg.com/media/C8cnjHuXsAAoZQf.jpg,1,Flat-Coated Retriever,82.4,True,Newfoundland,10.1,True,Groenendael,3.8,True
174,848324959059550208,2017-04-02 00:03:26 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Odin. He's supposed to be giving directions but he'd rather look at u like that. Should probably buckle pup. 12/10 distracting as h*ck https://t.co/1pSqUbLQ5Z,12,10,Odin,    ,4037,20229,https://pbs.twimg.com/media/C8XbDR1WAAAxND8.jpg,1,Malamute,54.5,True,Siberian Husky,29.0,True,Eskimo Dog,15.4,True
175,848212111729840128,2017-04-01 16:35:01 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Jerry. He's doing a distinguished tongue slip. Slightly patronizing tbh. You think you're better than us, Jerry? 6/10 hold me back https://t.co/DkOBbwulw1",6,10,Jerry,    ,3444,17618,https://pbs.twimg.com/media/C8V0aI5V0AAgO9m.jpg,1,Bedlington Terrier,33.3,True,Ibizan Hound,24.6,True,Wallaby,13.2,False
176,847962785489326080,2017-04-01 00:04:17 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Georgie. He's very shy. Only puppears when called. Aggressively average at fetch. Unique front paws. Looks slippery. 10/10 would pet https://t.co/rcDs5LkiSj,10,10,Georgie,    ,5730,25296,https://pbs.twimg.com/media/C8SRpHNUIAARB3j.jpg,1,Sea Lion,88.3,False,Mink,6.7,False,Otter,2.6,False
177,847842811428974592,2017-03-31 16:07:33 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Rontu. He is described as a pal, cuddle bug, protector and constant shadow. 12/10, but he needs your help

https://t.co/zK4cpKPFfU https://t.co/7Xvoalr798",12,10,Rontu,    ,1522,5935,https://pbs.twimg.com/media/C8QkidrVYAQXQh7.jpg,1,Bernese Mountain Dog,95.1,True,Greater Swiss Mountain Dog,1.7,True,Appenzeller,1.1,True
178,847606175596138505,2017-03-31 00:27:14 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Cannon. He just heard something behind him. Fr*ckin frightened af. 12/10 don't look back just run https://t.co/WTPBWT6Ux1,12,10,Cannon,    ,3774,20208,https://pbs.twimg.com/media/C8NNUDBUMAE0XxJ.jpg,1,Cardigan,41.4,True,Boston Bull,38.2,True,Doormat,6.6,False
179,847251039262605312,2017-03-30 00:56:03 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Furzey. He's doing an elevated sandy zoom. Adjusts ears to steer. 12/10 would pet mid flight https://t.co/zhbRIZQgnq,12,10,Furzey,    ,4800,22036,https://pbs.twimg.com/media/C8IKUjAUwAEP-En.jpg,1,Airedale,49.5,True,Irish Terrier,31.6,True,Lakeland Terrier,15.9,True
180,847157206088847362,2017-03-29 18:43:12 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Daisy. She's been pup for adoption for months now but hasn't gotten any applications. 11/10 let's change that

https://t.co/Jlb9L0m3J0 https://t.co/Eh7fGFuy6r",11,10,Daisy,    ,6572,21588,https://pbs.twimg.com/media/C8G0 CMWsAAjjAY.jpg,2,Staffordshire Bullterrier,22.0,True,American Staffordshire Terrier,17.9,True,Pug,12.3,True
181,847116187444137987,2017-03-29 16:00:12 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Unbelievable... We. Only. Rate. Dogs. Please stop sending in other things like this Blossoming Flop Kangaroo. Thank you... 11/10 https://t.co/EeeErAbso0,11,10, ,    ,3583,23108,https://pbs.twimg.com/media/C8GPrNDW4AAkLde.jpg,1,White Wolf,12.9,False,American Staffordshire Terrier,11.3,True,Dingo,8.1,False
182,846874817362120707,2017-03-29 00:01:05 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Tuck. As you can see, he's rather h*ckin rare. Taken seriously until his legs are seen. Tail stuck in a permanent zoom. 13/10 https://t.co/P7PBGqrKSe",13,10,Tuck,    ,4404,21685,https://pbs.twimg.com/media/C8C0JYHW0AAy-7u.jpg,2,Shetland Sheepdog,45.1,True,Papillon,18.8,True,Collie,14.0,True
183,846514051647705089,2017-03-28 00:07:32 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Barney. He's an elder doggo. Hitches a ride when he gets tired. Waves goodbye before he leaves. 13/10 please come back soon https://t.co/cFAasDXauK,13,10,Barney,doggo   ,13076,48410,https://pbs.twimg.com/media/C79sB4xXwAEvwKY.jpg,2,Golden Retriever,65.0,True,Leonberg,6.5,True,Norfolk Terrier,5.3,True
184,846153765933735936,2017-03-27 00:15:53 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Vixen. He really likes bananas. Steals them when he thinks nobody's watching. 13/10 opportunistic af https://t.co/a0CkS5ExFR,13,10,Vixen,    ,10226,34394,https://pbs.twimg.com/media/C74kWqoU8AEaf3v.jpg,1,Giant Schnauzer,34.6,True,Flat-Coated Retriever,21.8,True,Labrador Retriever,10.8,True
185,846042936437604353,2017-03-26 16:55:29 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Jarvis. The snow pupsets him. Officially ready for summer. 12/10 would perform a chilly boop https://t.co/0hLkztpiOW,12,10,Jarvis,    ,3224,17256,https://pbs.twimg.com/media/C72 iaUVUAEhZSn.jpg,1,Golden Retriever,96.1,True,Labrador Retriever,1.7,True,Tibetan Mastiff,0.9,True
186,845812042753855489,2017-03-26 01:38:00 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",We usually don't rate polar bears but this one seems extra good. Majestic as h*ck. 13/10 would hug for a while https://t.co/TLNexlqzXP,13,10, ,    ,9894,31737,https://pbs.twimg.com/media/C7ztkInW0AEh1CD.jpg,1,Samoyed,98.0,True,Chow,1.6,True,White Wolf,0.1,False
187,845677943972139009,2017-03-25 16:45:08 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","C'mon guys. Please only send in dogs. We only rate dogs, not Exceptional-Tongued Peruvian Floor Bears. Thank you... 12/10 https://t.co/z30iQLiXNo",12,10, ,    ,5365,27154,https://pbs.twimg.com/media/C7xzmngWkAAAp9C.jpg,1,Chow,80.9,True,Groenendael,12.3,True,Newfoundland,2.2,True
188,845397057150107648,2017-03-24 22:08:59 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Say hello to Mimosa. She's an emotional support doggo who helps her owner with PTSD. 13/10, but she needs your help

https://t.co/L6mLzrd7Mx https://t.co/jMutBFdw5o",13,10,Mimosa,doggo   ,2072,8241,https://pbs.twimg.com/media/C7t0IzLWkAINoft.jpg,1,Dandie Dinmont,39.4,True,Maltese Dog,18.7,True,West Highland White Terrier,18.2,True
189,845306882940190720,2017-03-24 16:10:40 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Pickles. She's a silly pupper. Thinks she's a dish. 12/10 would dry https://t.co/7mPCF4ZwEk,12,10,Pickles,  pupper ,6039,25225,https://pbs.twimg.com/media/C7siH5DXkAACnDT.jpg,1,Irish Water Spaniel,56.7,True,Labrador Retriever,16.9,True,Curly-Coated Retriever,10.2,True
190,844979544864018432,2017-03-23 18:29:57 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PUPDATE: I'm proud to announce that Toby is 236 days sober. Pupgraded to a 13/10. We're all very proud of you, Toby https://t.co/a5OaJeRl9B",13,10, ,    ,2909,14738,https://pbs.twimg.com/media/C7n4aQ0VAAAohkL.jpg,3,Tennis Ball,99.9,False,Racket,0.0,False,Shetland Sheepdog,0.0,True
191,844973813909606400,2017-03-23 18:07:10 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Brady. He's a recovering alcoholic. Demonstrating incredible restraint here. 12/10 don't give pup, don't give in, Brady https://t.co/B1iBuSq3hr",12,10,Brady,    ,3617,16361,https://pbs.twimg.com/media/C7nzMwTV4AARz4t.jpg,1,Labrador Retriever,74.2,True,Golden Retriever,19.5,True,Chihuahua,1.7,True
192,844704788403113984,2017-03-23 00:18:10 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Luna. It's her first time outside and a bee stung her nose. Completely h*ckin uncalled for. 13/10 where's the bee I just wanna talk https://t.co/2RYiLGHuPN,13,10,Luna,    ,11633,42022,https://pbs.twimg.com/media/C7j-hkSW0AIxCZC.jpg,1,Labrador Retriever,98.0,True,Golden Retriever,0.7,True,Beagle,0.3,True
193,844580511645339650,2017-03-22 16:04:20 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Charlie. He wants to know if you have a moment to talk about washing machine insurance policies. 11/10 would hear him out https://t.co/gAzPqT7uyk,11,10,Charlie,    ,3533,17871,https://pbs.twimg.com/media/C7iNfq1W0AAcbsR.jpg,1,Washer,90.3,False,Dishwasher,3.2,False,Printer,1.6,False
194,844223788422217728,2017-03-21 16:26:50 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Margo. She just dug pup a massive hole. Can't wait for you to see it. H*ckin proud of herself. 12/10 would forgive then pet https://t.co/H38HB6rBTx,12,10,Margo,    ,2450,14753,https://pbs.twimg.com/media/C7dJCnqU4AAswat.jpg,1,Labrador Retriever,72.0,True,Chesapeake Bay Retriever,12.2,True,Newfoundland,3.9,True
195,843856843873095681,2017-03-20 16:08:44 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Say hello to Sadie and Daisy. They do all their shopping together. Can never agree on what to get. Like an old married pupple. Both 12/10 https://t.co/f5C5l5wa0e,12,10,Sadie,    ,5220,23211,https://pbs.twimg.com/media/C7X7Ui0XgAA3m19.jpg,1,Labrador Retriever,92.3,True,Golden Retriever,7.4,True,Great Pyrenees,0.2,True
196,843604394117681152,2017-03-19 23:25:35 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Hank. He's been outside for 3 minutes and already made a friend. Way to go Hank. 11/10 for both https://t.co/wHUElL84RC,11,10,Hank,    ,3081,18310,https://pbs.twimg.com/media/C7UVuE U0AI8GGl.jpg,1,Labrador Retriever,43.1,True,Golden Retriever,26.4,True,Great Pyrenees,17.9,True
197,843235543001513987,2017-03-18 22:59:54 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Tycho. She just had new wheels installed. About to do a zoom. 0-60 in 2.4 seconds. 13/10 inspirational as h*ck https://t.co/DKwp2ByMsL,13,10,Tycho,    ,6852,23315,https://pbs.twimg.com/media/C7PGQJAWwAAibui.jpg,1,Pembroke,95.8,True,Cardigan,2.4,True,Chihuahua,0.5,True
198,842846295480000512,2017-03-17 21:13:10 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Charlie. He's wishing you a very fun and safe St. Pawtrick's Day. 13/10 festive af https://t.co/nFpNgCWWYs,13,10,Charlie,    ,4023,16440,https://pbs.twimg.com/media/C7JkO0rX0AErh7X.jpg,1,Labrador Retriever,46.1,True,Golden Retriever,15.5,True,Chihuahua,11.0,True
199,842765311967449089,2017-03-17 15:51:22 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Indie. She's not a fan of baths but she's definitely a fan of hide &amp; seek. 12/10 click the link to help Indie

https://t.co/fvGkIuAlFK https://t.co/kiCFtmJd7l",12,10,Indie,    ,1439,7321,https://pbs.twimg.com/media/C7IalMVX0AATKRD.jpg,1,Tub,66.5,False,Bucket,10.5,False,Labrador Retriever,2.9,True
200,842535590457499648,2017-03-17 00:38:32 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Winnie. She lost her body saving a children's hospital from an avalanche. 13/10 what a h*ckin hero https://t.co/Tf0rh9ZgZe,13,10,Winnie,    ,3937,19637,https://pbs.twimg.com/media/C7FJpgVW4AIDzi6.jpg,1,Pembroke,68.5,True,Cardigan,31.5,True,Basenji,0.0,True
201,842163532590374912,2017-03-16 00:00:07 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet George. He looks slightly deflated but overall quite powerful. Not sure how that human restrained him. 12/10 would snug with permission https://t.co/o6E0hB3xZl,12,10,George,    ,6568,26569,https://pbs.twimg.com/media/C6 3QgMWsAMNnAk.jpg,2,French Bulldog,89.1,True,Soccer Ball,2.3,False,Bull Mastiff,1.3,True
202,842115215311396866,2017-03-15 20:48:07 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bentley. It's his first time going to the beach. I think he's a fan. 12/10 would build sand castles with https://t.co/iDK4OyQJoy,12,10,Bentley,    ,3386,15204,https://pbs.twimg.com/media/C6 LTCZWoAAKm O.jpg,1,Chow,29.3,True,Newfoundland,18.1,True,Schipperke,12.5,True
203,841680585030541313,2017-03-14 16:01:03 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Penny. She's a dragon slayer. Feared by most, if not all, dragons. Showing off her latest victim here. 12/10 would pet with caution https://t.co/qUOijSlPnj",12,10,Penny,    ,8748,27854,https://pbs.twimg.com/media/C65AA7 WoAEGqA9.jpg,1,Chihuahua,54.7,True,Bow Tie,19.8,False,Pembroke,5.8,True
204,841439858740625411,2017-03-14 00:04:30 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have some incredible doggos for #K9VeteransDay. All brave as h*ck. Salute your dog in solidarity. 14/10 for all https://t.co/SVNMdFqKDL,14,10, ,    ,4168,13755,https://pbs.twimg.com/media/C61lFFiWoAAJdiL.jpg,3,Military Uniform,85.4,False,Labrador Retriever,4.8,True,Groenendael,1.5,True
205,841314665196081154,2017-03-13 15:47:01 +0000,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",This is Max. There's no way in h*ck you're taking his pacifier. Binky promises it's not happening. 13/10 very good stubborn boy https://t.co/9lVAqDEvZ5,13,10,Max,    ,5312,17305,https://pbs.twimg.com/ext tw video thumb/841311812641533952/pu/img/sBUGt8u76n9azPWI.jpg,1,Afghan Hound,90.4,True,Saluki,3.5,True,Bloodhound,2.7,True
206,841077006473256960,2017-03-13 00:02:39 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Dawn. She's just checking pup on you. Making sure you're doing okay. 12/10 she's here if you need her https://t.co/XKJrmO4fAQ,12,10,Dawn,    ,5991,24926,https://pbs.twimg.com/media/C6wbE5bXUAAh1Hv.jpg,1,Brittany Spaniel,96.3,True,Blenheim Spaniel,1.5,True,Clumber,1.0,True
207,840696689258311684,2017-03-11 22:51:24 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I didn't even have to intervene. Took him 4 minutes to realize his error. 10/10 for Kevin https://t.co/2gclc1MNr7,10,10, ,    ,1116,13377,https://pbs.twimg.com/media/C6rBLenU0AAr8MN.jpg,1,Web Site,84.2,False,Rule,0.7,False,Envelope,0.7,False
208,840632337062862849,2017-03-11 18:35:42 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Say hello to Maddie and Gunner. They are considerably pupset about bath time. Both 12/10 but Gunner needs your help

https://t.co/JesYTzb1Jo https://t.co/5cncH08G1o",12,10,Maddie,    ,1972,9761,https://pbs.twimg.com/media/C6qGphPV4AEKrdc.jpg,1,Golden Retriever,71.1,True,Cocker Spaniel,15.8,True,Labrador Retriever,6.0,True
209,840370681858686976,2017-03-11 01:15:58 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",You have been visited by the magical sugar jar puggo. He has granted you three boops. 13/10 would use immediately https://t.co/76iL7JUQdG,13,10, ,    ,5146,17918,https://pbs.twimg.com/media/C6mYrK0UwAANhep.jpg,1,Teapot,98.2,False,Cup,1.4,False,Coffeepot,0.2,False
210,840268004936019968,2017-03-10 18:27:58 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Monty. He makes instantly regrettable decisions. Couldn't help himself. It looked like a ghost lollipop. 12/10 mistake happen https://t.co/8Wsr6b4RjE,12,10,Monty,    ,6497,20950,https://pbs.twimg.com/media/C6k7SaEXUAg83 J.jpg,3,Chesapeake Bay Retriever,86.4,True,Labrador Retriever,5.3,True,Kelpie,3.3,True
211,839990271299457024,2017-03-10 00:04:21 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Sojourner. His nose is a Fibonacci Spiral. Legendary af. 13/10 we must protect him at all costs https://t.co/r7W1NbkOtr,13,10,Sojourner,    ,2597,14640,https://pbs.twimg.com/media/C6g-sX-VsAAHfJ9.jpg,2,Staffordshire Bullterrier,60.5,True,American Staffordshire Terrier,31.2,True,Boston Bull,3.7,True
212,839549326359670784,2017-03-08 18:52:12 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Winston. He knows he's a little too big for the swing, but he doesn't care. Kindly requests a push. 12/10 would happily oblige https://t.co/GuxEXTdnMu",12,10,Winston,    ,8805,29957,https://pbs.twimg.com/media/C6atpTLWYAIL7bU.jpg,1,Swing,39.4,False,Norwich Terrier,5.2,True,Pembroke,5.0,True
213,839239871831150596,2017-03-07 22:22:32 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Odie. He's big. 13/10 would attempt to ride https://t.co/JEXB9RwBmm,13,10,Odie,    ,7422,29684,https://pbs.twimg.com/media/C6WUNadWYAAPxHv.jpg,3,Leonberg,92.7,True,Newfoundland,5.0,True,Saint Bernard,1.1,True
214,838921590096166913,2017-03-07 01:17:48 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Arlo. He's officially the king of snowy tongue slips. 13/10 would comfort during inevitable brain freeze https://t.co/oXVu9pNZZv,13,10,Arlo,    ,2357,12183,https://pbs.twimg.com/media/C6Ryuf7UoAAFX4a.jpg,1,Border Terrier,66.5,True,Brabancon Griffon,17.0,True,Yorkshire Terrier,8.8,True
215,838561493054533637,2017-03-06 01:26:54 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Walter. His owner has been watching all the Iditarod coverage and is convinced Walter can be a sled dog. 13/10 Walter isn't so sure https://t.co/0av1PEehFI,13,10,Walter,    ,1504,11892,https://pbs.twimg.com/media/C6MrOsEXQAENOds.jpg,1,Kelpie,21.7,True,Doormat,14.0,False,Dalmatian,13.3,True
